date,rank,title,author,last_week,peak,total_week
2022-05-08,50,Trouble With A Heartbreak,Jason Aldean,33,33,7
2022-05-08,51,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",40,1,19
2022-05-08,52,Right On,Lil Baby,34,13,4
2022-05-08,53,Never Say Never,Cole Swindell / Lainey Wilson,41,27,16
2022-05-08,54,Frozen,Lil Baby,NEW,Lil Baby,-
2022-05-08,55,If I Was A Cowboy,Miranda Lambert,58,53,14
2022-05-08,56,She's All I Wanna Be,Tate McRae,47,44,13
2022-05-08,57,Take My Name,Parmalee,74,57,5
2022-05-08,58,Back To The Basics,Future,NEW,Future,-
2022-05-08,59,When You're Gone,Shawn Mendes,50,38,5
2022-05-08,60,The Way Things Going,Future,NEW,Future,-
2022-05-08,61,What Happened To Virgil,Lil Durk Featuring Gunna,49,22,8
2022-05-08,62,Damn Strait,Scotty McCreery,83,62,5
2022-05-08,63,Peru,Fireboy DML & Ed Sheeran,56,53,14
2022-05-08,64,The Motto,Tiesto & Ava Max,48,42,14
2022-05-08,65,Freaky Deaky,Tyga X Doja Cat,54,43,10
2022-05-08,66,Don't Think Jesus,Morgan Wallen,42,7,3
2022-05-08,67,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,63,63,17
2022-05-08,68,Pushin P,Gunna & Future Featuring Young Thug,53,7,17
2022-05-08,69,Fingers Crossed,Lauren Spencer Smith,44,19,18
2022-05-08,70,2step,Ed Sheeran Featuring Lil Baby,51,51,2
2022-05-08,71,Beers On Me,"Dierks Bentley, BRELAND & HARDY",52,40,19
2022-05-08,72,Get Into It (Yuh),Doja Cat,73,68,22
2022-05-08,73,Flowers,Lauren Spencer Smith,68,55,3
2022-05-08,74,Slow Down Summer,Thomas Rhett,62,43,11
2022-05-08,75,23,Sam Hunt,65,50,19
2022-05-08,76,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,58,17
2022-05-08,77,Something In The Orange,Zach Bryan,55,55,2
2022-05-08,78,Give Heaven Some Hell,HARDY,72,69,10
2022-05-08,79,Plan B,Megan Thee Stallion,29,29,2
2022-05-08,80,That That,PSY Featuring SUGA,NEW,PSY Featuring SUGA,-
2022-05-08,81,Broadway Girls,Lil Durk Featuring Morgan Wallen,67,14,20
2022-05-08,82,In The Stars,Benson Boone,NEW,Benson Boone,-
2022-05-08,83,Flower Shops,ERNEST Featuring Morgan Wallen,70,64,15
2022-05-08,84,No Love,Summer Walker & SZA,69,13,18
2022-05-08,85,Nail Tech,Jack Harlow,71,18,11
2022-05-08,86,Handsomer,Russ Featuring Ktlyn,77,40,9
2022-05-08,87,Surface Pressure,Jessica Darrow,75,8,19
2022-05-08,88,Light Switch,Charlie Puth,64,27,15
2022-05-08,89,Circles Around This Town,Maren Morris,82,52,17
2022-05-08,90,I Love You So,The Walters,86,71,16
2022-05-08,91,Fall In Love,Bailey Zimmerman,"RE-
ENTRY",Bailey Zimmerman,-
2022-05-08,92,Envolver,Anitta,84,70,6
2022-05-08,93,Do We Have A Problem?,Nicki Minaj X Lil Baby,80,2,13
2022-05-08,94,Love Me More,Sam Smith,NEW,Sam Smith,-
2022-05-08,95,She Likes It,Russell Dickerson & Jake Scott,88,86,7
2022-05-08,96,Ahhh Ha,Lil Durk,79,18,11
2022-05-08,97,Rumors,Gucci Mane Featuring Lil Durk,87,51,14
2022-05-08,98,Over,Lucky Daye,98,77,7
2022-05-08,99,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",85,51,3
2022-05-08,100,Hate Our Love,Queen Naija & Big Sean,97,88,4
2022-05-15,1,First Class,Jack Harlow,3,1,5
2022-05-15,2,As It Was,Harry Styles,2,1,6
2022-05-15,3,Wait For U,Future Featuring Drake & Tems,1,1,2
2022-05-15,4,Moscow Mule,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,5,Titi Me Pregunto,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,6,Despues de La Playa,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,7,Heat Waves,Glass Animals,5,1,69
2022-05-15,8,Big Energy,Latto,6,3,29
2022-05-15,9,About Damn Time,Lizzo,19,9,4
2022-05-15,10,Me Porto Bonito,Bad Bunny & Chencho Corleone,NEW,Bad Bunny & Chencho Corleone,-
2022-05-15,11,Enemy,Imagine Dragons X JID,7,5,25
2022-05-15,12,Thought You Should Know,Morgan Wallen,NEW,Morgan Wallen,-
2022-05-15,13,Stay,The Kid LAROI & Justin Bieber,9,1,44
2022-05-15,14,Party,Bad Bunny & Rauw Alejandro,NEW,Bad Bunny & Rauw Alejandro,-
2022-05-15,15,The Heart Part 5,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-15,16,Un Ratito,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,17,Ghost,Justin Bieber,14,5,33
2022-05-15,18,Tarot,Bad Bunny & Jhay Cortez,NEW,Bad Bunny & Jhay Cortez,-
2022-05-15,19,Puffin On Zootiez,Future,4,4,2
2022-05-15,20,Woman,Doja Cat,13,7,41
2022-05-15,21,Dua Lipa,Jack Harlow,NEW,Jack Harlow,-
2022-05-15,22,Yo No Soy Celoso,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,23,Churchill Downs,Jack Harlow Featuring Drake,NEW,Jack Harlow Featuring Drake,-
2022-05-15,24,Bad Habits,Ed Sheeran,18,2,46
2022-05-15,25,Super Gremlin,Kodak Black,16,3,27
2022-05-15,26,Ojitos Lindos,Bad Bunny & Bomba Estereo,NEW,Bad Bunny & Bomba Estereo,-
2022-05-15,27,Provenza,Karol G,25,25,3
2022-05-15,28,Thats What I Want,Lil Nas X,17,8,34
2022-05-15,29,Shivers,Ed Sheeran,21,4,35
2022-05-15,30,Cold Heart (PNAU Remix),Elton John & Dua Lipa,22,7,36
2022-05-15,31,Neverita,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,32,La Corriente,Bad Bunny & Tony Dize,NEW,Bad Bunny & Tony Dize,-
2022-05-15,33,Wasted On You,Morgan Wallen,30,9,26
2022-05-15,34,Efecto,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,35,Boyfriend,Dove Cameron,34,31,13
2022-05-15,36,Bam Bam,Camila Cabello Featuring Ed Sheeran,28,21,10
2022-05-15,37,'Til You Can't,Cody Johnson,32,18,31
2022-05-15,38,MAMIII,Becky G X Karol G,27,15,13
2022-05-15,39,Sweetest Pie,Megan Thee Stallion & Dua Lipa,41,15,9
2022-05-15,40,AA,Walker Hayes,35,28,18
2022-05-15,41,abcdefu,GAYLE,23,3,25
2022-05-15,42,Industry Baby,Lil Nas X & Jack Harlow,31,1,42
2022-05-15,43,Numb Little Bug,Em Beihold,40,37,15
2022-05-15,44,Aguacero,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,45,Dos Mil 16,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,46,Easy On Me,Adele,36,1,31
2022-05-15,47,Need To Know,Doja Cat,33,8,48
2022-05-15,48,Trouble With A Heartbreak,Jason Aldean,50,33,8
2022-05-15,49,Otro Atardecer,Bad Bunny & The Marias,NEW,Bad Bunny & The Marias,-
2022-05-15,50,This Love (Taylor's Version),Taylor Swift,NEW,Taylor Swift,-
2022-05-15,51,Andrea,Bad Bunny & Buscabulla,NEW,Bad Bunny & Buscabulla,-
2022-05-15,52,Doin' This,Luke Combs,48,26,22
2022-05-15,53,In A Minute,Lil Baby,38,14,5
2022-05-15,54,El Apagon,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,55,Un Verano Sin Ti,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,56,Un Coco,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,57,To The Moon!,JNR CHOI & Sam Tompkins,42,38,11
2022-05-15,58,Thousand Miles,The Kid LAROI,43,15,3
2022-05-15,59,Me Fui de Vacaciones,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,60,Ensename A Bailar,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,61,Love You Better,Future,12,12,2
2022-05-15,62,Hrs And Hrs,Muni Long,47,16,20
2022-05-15,63,I'm On One,Future Featuring Drake,11,11,2
2022-05-15,64,712PM,Future,8,8,2
2022-05-15,65,Nail Tech,Jack Harlow,85,18,12
2022-05-15,66,Take My Name,Parmalee,57,57,6
2022-05-15,67,Never Say Never,Cole Swindell / Lainey Wilson,53,27,17
2022-05-15,68,She's All I Wanna Be,Tate McRae,56,44,14
2022-05-15,69,Right On,Lil Baby,52,13,5
2022-05-15,70,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",51,1,20
2022-05-15,71,Damn Strait,Scotty McCreery,62,62,6
2022-05-15,72,When You're Gone,Shawn Mendes,59,38,6
2022-05-15,73,If I Was A Cowboy,Miranda Lambert,55,53,15
2022-05-15,74,Agosto,Bad Bunny,NEW,Bad Bunny,-
2022-05-15,75,2step,Ed Sheeran Featuring Lil Baby,70,51,3
2022-05-15,76,Freaky Deaky,Tyga X Doja Cat,65,43,11
2022-05-15,77,Something In The Orange,Zach Bryan,77,55,3
2022-05-15,78,What Happened To Virgil,Lil Durk Featuring Gunna,61,22,9
2022-05-15,79,I'm Dat N***a,Future,10,10,2
2022-05-15,80,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,67,63,18
2022-05-15,81,Get Into It (Yuh),Doja Cat,72,68,23
2022-05-15,82,Hold My Hand,Lady Gaga,NEW,Lady Gaga,-
2022-05-15,83,Slow Down Summer,Thomas Rhett,74,43,12
2022-05-15,84,Whiskey On You,Nate Smith,NEW,Nate Smith,-
2022-05-15,85,Don't Think Jesus,Morgan Wallen,66,7,4
2022-05-15,86,Peru,Fireboy DML & Ed Sheeran,63,53,15
2022-05-15,87,Massaging Me,Future,20,20,2
2022-05-15,88,I'd Do Anything To Make You Smile,Jack Harlow,NEW,Jack Harlow,-
2022-05-15,89,Pushin P,Gunna & Future Featuring Young Thug,68,7,18
2022-05-15,90,Flower Shops,ERNEST Featuring Morgan Wallen,83,64,16
2022-05-15,91,Me Or Sum,"Nardo Wick, Lil Baby & Future",76,58,18
2022-05-15,92,Beers On Me,"Dierks Bentley, BRELAND & HARDY",71,40,20
2022-05-15,93,Flowers,Lauren Spencer Smith,73,55,4
2022-05-15,94,Fingers Crossed,Lauren Spencer Smith,69,19,19
2022-05-15,95,The Motto,Tiesto & Ava Max,64,42,15
2022-05-15,96,Frozen,Lil Baby,54,54,2
2022-05-15,97,Young Harleezy,Jack Harlow,NEW,Jack Harlow,-
2022-05-15,98,23,Sam Hunt,75,50,20
2022-05-15,99,Poison,Jack Harlow Featuring Lil Wayne,NEW,Jack Harlow Featuring Lil Wayne,-
2022-05-15,100,Honest,Justin Bieber & Don Toliver,44,44,2
2022-05-22,1,First Class,Jack Harlow,1,1,6
2022-05-22,2,As It Was,Harry Styles,2,1,7
2022-05-22,3,N95,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,4,Wait For U,Future Featuring Drake & Tems,3,1,3
2022-05-22,5,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",NEW,"Kendrick Lamar, Blxst & Amanda Reifer",-
2022-05-22,6,You Proof,Morgan Wallen,NEW,Morgan Wallen,-
2022-05-22,7,Silent Hill,Kendrick Lamar & Kodak Black,NEW,Kendrick Lamar & Kodak Black,-
2022-05-22,8,United In Grief,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,9,About Damn Time,Lizzo,9,9,5
2022-05-22,10,Big Energy,Latto,8,3,30
2022-05-22,11,Father Time,Kendrick Lamar Featuring Sampha,NEW,Kendrick Lamar Featuring Sampha,-
2022-05-22,12,Heat Waves,Glass Animals,7,1,70
2022-05-22,13,Rich Spirit,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,14,Me Porto Bonito,Bad Bunny & Chencho Corleone,10,10,2
2022-05-22,15,Moscow Mule,Bad Bunny,4,4,2
2022-05-22,16,We Cry Together,Kendrick Lamar & Taylour Paige,NEW,Kendrick Lamar & Taylour Paige,-
2022-05-22,17,Enemy,Imagine Dragons X JID,11,5,26
2022-05-22,18,Titi Me Pregunto,Bad Bunny,5,5,2
2022-05-22,19,Worldwide Steppers,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,20,Count Me Out,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,21,Stay,The Kid LAROI & Justin Bieber,13,1,45
2022-05-22,22,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah",NEW,"Kendrick Lamar, Summer Walker & Ghostface Killah",-
2022-05-22,23,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew",NEW,"Kendrick Lamar, Baby Keem, & Sam Dew",-
2022-05-22,24,Woman,Doja Cat,20,7,42
2022-05-22,25,Ghost,Justin Bieber,17,5,34
2022-05-22,26,Despues de La Playa,Bad Bunny,6,6,2
2022-05-22,27,Party,Bad Bunny & Rauw Alejandro,14,14,2
2022-05-22,28,Wasted On You,Morgan Wallen,33,9,27
2022-05-22,29,Cooped Up,Post Malone Featuring Roddy Ricch,NEW,Post Malone Featuring Roddy Ricch,-
2022-05-22,30,Bad Habits,Ed Sheeran,24,2,47
2022-05-22,31,Puffin On Zootiez,Future,19,4,3
2022-05-22,32,Super Gremlin,Kodak Black,25,3,28
2022-05-22,33,Rich (Interlude),Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,34,Thats What I Want,Lil Nas X,28,8,35
2022-05-22,35,Provenza,Karol G,27,25,4
2022-05-22,36,Boyfriend,Dove Cameron,35,31,14
2022-05-22,37,Shivers,Ed Sheeran,29,4,36
2022-05-22,38,Cold Heart (PNAU Remix),Elton John & Dua Lipa,30,7,37
2022-05-22,39,Bam Bam,Camila Cabello Featuring Ed Sheeran,36,21,11
2022-05-22,40,Mr. Morale,Kendrick Lamar & Tanna Leone,NEW,Kendrick Lamar & Tanna Leone,-
2022-05-22,41,Crown,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,42,Numb Little Bug,Em Beihold,43,37,16
2022-05-22,43,'Til You Can't,Cody Johnson,37,18,32
2022-05-22,44,MAMIII,Becky G X Karol G,38,15,14
2022-05-22,45,Sweetest Pie,Megan Thee Stallion & Dua Lipa,39,15,10
2022-05-22,46,AA,Walker Hayes,40,28,19
2022-05-22,47,Auntie Diaries,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,48,Trouble With A Heartbreak,Jason Aldean,48,33,9
2022-05-22,49,Ojitos Lindos,Bad Bunny & Bomba Estereo,26,26,2
2022-05-22,50,Thought You Should Know,Morgan Wallen,12,12,2
2022-05-22,51,Savior (Interlude),Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,52,Tarot,Bad Bunny & Jhay Cortez,18,18,2
2022-05-22,53,Un Ratito,Bad Bunny,16,16,2
2022-05-22,54,Doin' This,Luke Combs,52,26,23
2022-05-22,55,Mirror,Kendrick Lamar,NEW,Kendrick Lamar,-
2022-05-22,56,Take My Name,Parmalee,66,56,7
2022-05-22,57,Thousand Miles,The Kid LAROI,58,15,4
2022-05-22,58,To The Moon!,JNR CHOI & Sam Tompkins,57,38,12
2022-05-22,59,Mother I Sober,Kendrick Lamar Featuring Beth Gibbons,NEW,Kendrick Lamar Featuring Beth Gibbons,-
2022-05-22,60,In A Minute,Lil Baby,53,14,6
2022-05-22,61,Yo No Soy Celoso,Bad Bunny,22,22,2
2022-05-22,62,Damn Strait,Scotty McCreery,71,62,7
2022-05-22,63,Dua Lipa,Jack Harlow,21,21,2
2022-05-22,64,She's All I Wanna Be,Tate McRae,68,44,15
2022-05-22,65,Efecto,Bad Bunny,34,34,2
2022-05-22,66,When You're Gone,Shawn Mendes,72,38,7
2022-05-22,67,Get Into It (Yuh),Doja Cat,81,67,24
2022-05-22,68,Freaky Deaky,Tyga X Doja Cat,76,43,12
2022-05-22,69,Neverita,Bad Bunny,31,31,2
2022-05-22,70,2step,Ed Sheeran Featuring Lil Baby,75,51,4
2022-05-22,71,Never Say Never,Cole Swindell / Lainey Wilson,67,27,18
2022-05-22,72,La Corriente,Bad Bunny & Tony Dize,32,32,2
2022-05-22,73,What Happened To Virgil,Lil Durk Featuring Gunna,78,22,10
2022-05-22,74,Right On,Lil Baby,69,13,6
2022-05-22,75,Something In The Orange,Zach Bryan,77,55,4
2022-05-22,76,Slow Down Summer,Thomas Rhett,83,43,13
2022-05-22,77,The Heart Part 5,Kendrick Lamar,15,15,2
2022-05-22,78,Churchill Downs,Jack Harlow Featuring Drake,23,23,2
2022-05-22,79,Love You Better,Future,61,12,3
2022-05-22,80,I'm On One,Future Featuring Drake,63,11,3
2022-05-22,81,Andrea,Bad Bunny & Buscabulla,51,51,2
2022-05-22,82,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,80,63,19
2022-05-22,83,Dos Mil 16,Bad Bunny,45,45,2
2022-05-22,84,Flower Shops,ERNEST Featuring Morgan Wallen,90,64,17
2022-05-22,85,Aguacero,Bad Bunny,44,44,2
2022-05-22,86,If I Was A Cowboy,Miranda Lambert,73,53,16
2022-05-22,87,Otro Atardecer,Bad Bunny & The Marias,49,49,2
2022-05-22,88,Un Coco,Bad Bunny,56,56,2
2022-05-22,89,El Apagon,Bad Bunny,54,54,2
2022-05-22,90,Pushin P,Gunna & Future Featuring Young Thug,89,7,19
2022-05-22,91,Me Or Sum,"Nardo Wick, Lil Baby & Future",91,58,19
2022-05-22,92,Fall In Love,Bailey Zimmerman,"RE-
ENTRY",Bailey Zimmerman,-
2022-05-22,93,712PM,Future,64,8,3
2022-05-22,94,Don't Think Jesus,Morgan Wallen,85,7,5
2022-05-22,95,No Love,Summer Walker & SZA,"RE-
ENTRY",Summer Walker & SZA,-
2022-05-22,96,The Motto,Tiesto & Ava Max,95,42,16
2022-05-22,97,Me Fui de Vacaciones,Bad Bunny,59,59,2
2022-05-22,98,Hold My Hand,Lady Gaga,82,82,2
2022-05-22,99,Ensename A Bailar,Bad Bunny,60,60,2
2022-05-22,100,Flowers,Lauren Spencer Smith,93,55,5
2022-05-29,1,As It Was,Harry Styles,2,1,8
2022-05-29,2,First Class,Jack Harlow,1,1,7
2022-05-29,3,Wait For U,Future Featuring Drake & Tems,4,1,4
2022-05-29,4,Late Night Talking,Harry Styles,NEW,Harry Styles,-
2022-05-29,5,About Damn Time,Lizzo,9,5,6
2022-05-29,6,Heat Waves,Glass Animals,12,1,71
2022-05-29,7,Big Energy,Latto,10,3,31
2022-05-29,8,Music For A Sushi Restaurant,Harry Styles,NEW,Harry Styles,-
2022-05-29,9,Matilda,Harry Styles,NEW,Harry Styles,-
2022-05-29,10,Me Porto Bonito,Bad Bunny & Chencho Corleone,14,10,3
2022-05-29,11,Enemy,Imagine Dragons X JID,17,5,27
2022-05-29,12,Stay,The Kid LAROI & Justin Bieber,21,1,46
2022-05-29,13,Daylight,Harry Styles,NEW,Harry Styles,-
2022-05-29,14,Little Freak,Harry Styles,NEW,Harry Styles,-
2022-05-29,15,Grapejuice,Harry Styles,NEW,Harry Styles,-
2022-05-29,16,Titi Me Pregunto,Bad Bunny,18,5,3
2022-05-29,17,Moscow Mule,Bad Bunny,15,4,3
2022-05-29,18,Ghost,Justin Bieber,25,5,35
2022-05-29,19,Woman,Doja Cat,24,7,43
2022-05-29,20,N95,Kendrick Lamar,3,3,2
2022-05-29,21,Satellite,Harry Styles,NEW,Harry Styles,-
2022-05-29,22,Cinema,Harry Styles,NEW,Harry Styles,-
2022-05-29,23,Wasted On You,Morgan Wallen,28,9,28
2022-05-29,24,Daydreaming,Harry Styles,NEW,Harry Styles,-
2022-05-29,25,Keep Driving,Harry Styles,NEW,Harry Styles,-
2022-05-29,26,You Proof,Morgan Wallen,6,6,2
2022-05-29,27,Bad Habits,Ed Sheeran,30,2,48
2022-05-29,28,Boyfriend,Dove Cameron,36,28,15
2022-05-29,29,Love Of My Life,Harry Styles,NEW,Harry Styles,-
2022-05-29,30,Boyfriends,Harry Styles,NEW,Harry Styles,-
2022-05-29,31,Party,Bad Bunny & Rauw Alejandro,27,14,3
2022-05-29,32,Despues de La Playa,Bad Bunny,26,6,3
2022-05-29,33,Super Gremlin,Kodak Black,32,3,29
2022-05-29,34,Thats What I Want,Lil Nas X,34,8,36
2022-05-29,35,Numb Little Bug,Em Beihold,42,35,17
2022-05-29,36,Shivers,Ed Sheeran,37,4,37
2022-05-29,37,Bam Bam,Camila Cabello Featuring Ed Sheeran,39,21,12
2022-05-29,38,Cold Heart (PNAU Remix),Elton John & Dua Lipa,38,7,38
2022-05-29,39,Puffin On Zootiez,Future,31,4,4
2022-05-29,40,Sweetest Pie,Megan Thee Stallion & Dua Lipa,45,15,11
2022-05-29,41,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",5,5,2
2022-05-29,42,Something In The Orange,Zach Bryan,75,42,5
2022-05-29,43,Cooped Up,Post Malone Featuring Roddy Ricch,29,29,2
2022-05-29,44,Trouble With A Heartbreak,Jason Aldean,48,33,10
2022-05-29,45,Provenza,Karol G,35,25,5
2022-05-29,46,'Til You Can't,Cody Johnson,43,18,33
2022-05-29,47,MAMIII,Becky G X Karol G,44,15,15
2022-05-29,48,Take My Name,Parmalee,56,48,8
2022-05-29,49,Silent Hill,Kendrick Lamar & Kodak Black,7,7,2
2022-05-29,50,Ojitos Lindos,Bad Bunny & Bomba Estereo,49,26,3
2022-05-29,51,AA,Walker Hayes,46,28,20
2022-05-29,52,Thousand Miles,The Kid LAROI,57,15,5
2022-05-29,53,In A Minute,Lil Baby,60,14,7
2022-05-29,54,To The Moon!,JNR CHOI & Sam Tompkins,58,38,13
2022-05-29,55,Tarot,Bad Bunny & Jhay Cortez,52,18,3
2022-05-29,56,Un Ratito,Bad Bunny,53,16,3
2022-05-29,57,Damn Strait,Scotty McCreery,62,57,8
2022-05-29,58,Get Into It (Yuh),Doja Cat,67,58,25
2022-05-29,59,Hotel Lobby (Unc And Phew),Quavo & Takeoff,NEW,Quavo & Takeoff,-
2022-05-29,60,She's All I Wanna Be,Tate McRae,64,44,16
2022-05-29,61,Rich Spirit,Kendrick Lamar,13,13,2
2022-05-29,62,Thought You Should Know,Morgan Wallen,50,12,3
2022-05-29,63,Efecto,Bad Bunny,65,34,3
2022-05-29,64,2step,Ed Sheeran Featuring Lil Baby,70,51,5
2022-05-29,65,Fall In Love,Bailey Zimmerman,92,65,4
2022-05-29,66,Slow Down Summer,Thomas Rhett,76,43,14
2022-05-29,67,When You're Gone,Shawn Mendes,66,38,8
2022-05-29,68,Never Say Never,Cole Swindell / Lainey Wilson,71,27,19
2022-05-29,69,What Happened To Virgil,Lil Durk Featuring Gunna,73,22,11
2022-05-29,70,Yo No Soy Celoso,Bad Bunny,61,22,3
2022-05-29,71,Right On,Lil Baby,74,13,7
2022-05-29,72,Freaky Deaky,Tyga X Doja Cat,68,43,13
2022-05-29,73,Father Time,Kendrick Lamar Featuring Sampha,11,11,2
2022-05-29,74,Like I Love Country Music,Kane Brown,NEW,Kane Brown,-
2022-05-29,75,If I Was A Cowboy,Miranda Lambert,86,53,17
2022-05-29,76,Dua Lipa,Jack Harlow,63,21,3
2022-05-29,77,Neverita,Bad Bunny,69,31,3
2022-05-29,78,Count Me Out,Kendrick Lamar,20,20,2
2022-05-29,79,United In Grief,Kendrick Lamar,8,8,2
2022-05-29,80,La Corriente,Bad Bunny & Tony Dize,72,32,3
2022-05-29,81,Me Or Sum,"Nardo Wick, Lil Baby & Future",91,58,20
2022-05-29,82,Flower Shops,ERNEST Featuring Morgan Wallen,84,64,18
2022-05-29,83,I'm On One,Future Featuring Drake,80,11,4
2022-05-29,84,Love You Better,Future,79,12,4
2022-05-29,85,Pushin P,Gunna & Future Featuring Young Thug,90,7,20
2022-05-29,86,Hold My Hand,Lady Gaga,98,82,3
2022-05-29,87,Andrea,Bad Bunny & Buscabulla,81,51,3
2022-05-29,88,Circles Around This Town,Maren Morris,"RE-
ENTRY",Maren Morris,-
2022-05-29,89,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,82,63,20
2022-05-29,90,She Likes It,Russell Dickerson & Jake Scott,"RE-
ENTRY",Russell Dickerson & Jake Scott,-
2022-05-29,91,No Love,Summer Walker & SZA,95,13,20
2022-05-29,92,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew",23,23,2
2022-05-29,93,Whiskey On You,Nate Smith,"RE-
ENTRY",Nate Smith,-
2022-05-29,94,Aguacero,Bad Bunny,85,44,3
2022-05-29,95,Un Coco,Bad Bunny,88,56,3
2022-05-29,96,Otro Atardecer,Bad Bunny & The Marias,87,49,3
2022-05-29,97,We Cry Together,Kendrick Lamar & Taylour Paige,16,16,2
2022-05-29,98,Dos Mil 16,Bad Bunny,83,45,3
2022-05-29,99,DFMU,Ella Mai,NEW,Ella Mai,-
2022-05-29,100,Hate Our Love,Queen Naija & Big Sean,"RE-
ENTRY",Queen Naija & Big Sean,-
2022-06-05,1,As It Was,Harry Styles,1,1,9
2022-06-05,2,First Class,Jack Harlow,2,1,8
2022-06-05,3,Wait For U,Future Featuring Drake & Tems,3,1,5
2022-06-05,4,About Damn Time,Lizzo,5,4,7
2022-06-05,5,Heat Waves,Glass Animals,6,1,72
2022-06-05,6,Big Energy,Latto,7,3,32
2022-06-05,7,Me Porto Bonito,Bad Bunny & Chencho Corleone,10,7,4
2022-06-05,8,Running Up That Hill (A Deal With God),Kate Bush,"RE-
ENTRY",Kate Bush,-
2022-06-05,9,Late Night Talking,Harry Styles,4,4,2
2022-06-05,10,Stay,The Kid LAROI & Justin Bieber,12,1,47
2022-06-05,11,Titi Me Pregunto,Bad Bunny,16,5,4
2022-06-05,12,Enemy,Imagine Dragons X JID,11,5,28
2022-06-05,13,Wasted On You,Morgan Wallen,23,9,29
2022-06-05,14,Moscow Mule,Bad Bunny,17,4,4
2022-06-05,15,Ghost,Justin Bieber,18,5,36
2022-06-05,16,Boyfriend,Dove Cameron,28,16,16
2022-06-05,17,Woman,Doja Cat,19,7,44
2022-06-05,18,Bad Habits,Ed Sheeran,27,2,49
2022-06-05,19,Numb Little Bug,Em Beihold,35,19,18
2022-06-05,20,Super Gremlin,Kodak Black,33,3,30
2022-06-05,21,You Proof,Morgan Wallen,26,6,3
2022-06-05,22,True Love,Kanye West & XXXTENTACION,NEW,Kanye West & XXXTENTACION,-
2022-06-05,23,Take My Name,Parmalee,48,23,9
2022-06-05,24,Shivers,Ed Sheeran,36,4,38
2022-06-05,25,Sweetest Pie,Megan Thee Stallion & Dua Lipa,40,15,12
2022-06-05,26,Party,Bad Bunny & Rauw Alejandro,31,14,4
2022-06-05,27,Bam Bam,Camila Cabello Featuring Ed Sheeran,37,21,13
2022-06-05,28,Thats What I Want,Lil Nas X,34,8,37
2022-06-05,29,Cold Heart (PNAU Remix),Elton John & Dua Lipa,38,7,39
2022-06-05,30,Despues de La Playa,Bad Bunny,32,6,4
2022-06-05,31,AA,Walker Hayes,51,28,21
2022-06-05,32,Trouble With A Heartbreak,Jason Aldean,44,32,11
2022-06-05,33,Puffin On Zootiez,Future,39,4,5
2022-06-05,34,Provenza,Karol G,45,25,6
2022-06-05,35,MAMIII,Becky G X Karol G,47,15,16
2022-06-05,36,Ojitos Lindos,Bad Bunny & Bomba Estereo,50,26,4
2022-06-05,37,Cooped Up,Post Malone Featuring Roddy Ricch,43,29,3
2022-06-05,38,'Til You Can't,Cody Johnson,46,18,34
2022-06-05,39,N95,Kendrick Lamar,20,3,3
2022-06-05,40,Something In The Orange,Zach Bryan,42,40,6
