date,rank,title,author,last_week,peak,total_week
2022-04-10,59,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),49,49,3
2022-04-10,60,Broadway Girls,Lil Durk Featuring Morgan Wallen,57,14,16
2022-04-10,61,Heart On Fire,Eric Church,61,56,20
2022-04-10,62,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,58,13
2022-04-10,63,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,67,63,13
2022-04-10,64,Flower Shops,ERNEST Featuring Morgan Wallen,71,64,11
2022-04-10,65,Freaky Deaky,Tyga X Doja Cat,72,43,6
2022-04-10,66,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",60,20,14
2022-04-10,67,Thinking With My Dick,Kevin Gates Featuring Juicy J,56,37,4
2022-04-10,68,Do We Have A Problem?,Nicki Minaj X Lil Baby,69,2,9
2022-04-10,69,If I Was A Cowboy,Miranda Lambert,64,64,10
2022-04-10,70,Envolver,Anitta,74,70,2
2022-04-10,71,Stick,JID & J. Cole Featuring Kenny Mason & Sheck Wes,NEW,JID & J. Cole Featuring Kenny Mason & Sheck Wes,-
2022-04-10,72,Trouble With A Heartbreak,Jason Aldean,94,72,3
2022-04-10,73,Handsomer,Russ Featuring Ktlyn,63,40,5
2022-04-10,74,Rumors,Gucci Mane Featuring Lil Durk,75,51,10
2022-04-10,75,To Be Loved By You,Parker McCollum,62,41,19
2022-04-10,76,Dos Oruguitas,Sebastian Yatra,65,36,14
2022-04-10,77,Give Heaven Some Hell,HARDY,81,77,6
2022-04-10,78,Banking On Me,Gunna,82,61,7
2022-04-10,79,P Power,Gunna Featuring Drake,79,24,12
2022-04-10,80,Make Up Sex,Machine Gun Kelly X blackbear,59,59,2
2022-04-10,81,Come Back As A Country Boy,Blake Shelton,97,81,10
2022-04-10,82,Damn Strait,Scotty McCreery,NEW,Scotty McCreery,-
2022-04-10,83,Petty Too,Lil Durk Featuring Future,83,26,4
2022-04-10,84,I Hate YoungBoy,YoungBoy Never Broke Again,"RE-
ENTRY",YoungBoy Never Broke Again,-
2022-04-10,85,Over,Lucky Daye,77,77,3
2022-04-10,86,She Likes It,Russell Dickerson & Jake Scott,98,86,3
2022-04-10,87,Pressure,Ari Lennox,86,66,15
2022-04-10,88,Take My Name,Parmalee,NEW,Parmalee,-
2022-04-10,89,I Love You So,The Walters,90,71,12
2022-04-10,90,What Else Can I Do?,Diane Guerrero & Stephanie Beatriz,76,27,14
2022-04-10,91,Complete Mess,5 Seconds Of Summer,NEW,5 Seconds Of Summer,-
2022-04-10,92,Tom's Diner,AnnenMayKantereit & Giant Rooks,78,78,3
2022-04-10,93,Bones,Imagine Dragons,92,87,4
2022-04-10,94,Get Into It (Yuh),Doja Cat,"RE-
ENTRY",Doja Cat,-
2022-04-10,95,By Your Side,Rod Wave,93,58,19
2022-04-10,96,4KT Baby,YoungBoy Never Broke Again,NEW,YoungBoy Never Broke Again,-
2022-04-10,97,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys","RE-
ENTRY","Fivio Foreign, Kanye West & Alicia Keys",-
2022-04-10,98,Blood All On It,Gucci Mane Featuring Key Glock & Young Dolph,NEW,Gucci Mane Featuring Key Glock & Young Dolph,-
2022-04-10,99,Desesperados,Rauw Alejandro & Chencho Corleone,NEW,Rauw Alejandro & Chencho Corleone,-
2022-04-10,100,Money So Big,Yeat,99,95,3
2022-04-17,1,First Class,Jack Harlow,NEW,Jack Harlow,-
2022-04-17,2,As It Was,Harry Styles,1,1,2
2022-04-17,3,Heat Waves,Glass Animals,2,1,65
2022-04-17,4,Big Energy,Latto,3,3,25
2022-04-17,5,Enemy,Imagine Dragons X JID,5,5,21
2022-04-17,6,Stay,The Kid LAROI & Justin Bieber,4,1,40
2022-04-17,7,Super Gremlin,Kodak Black,6,3,23
2022-04-17,8,Woman,Doja Cat,8,8,37
2022-04-17,9,Ghost,Justin Bieber,7,5,29
2022-04-17,10,Thats What I Want,Lil Nas X,10,8,30
2022-04-17,11,abcdefu,GAYLE,9,3,21
2022-04-17,12,Bad Habits,Ed Sheeran,12,2,42
2022-04-17,13,Right On,Lil Baby,NEW,Lil Baby,-
2022-04-17,14,In A Minute,Lil Baby,NEW,Lil Baby,-
2022-04-17,15,Shivers,Ed Sheeran,13,4,31
2022-04-17,16,Cold Heart (PNAU Remix),Elton John & Dua Lipa,15,7,32
2022-04-17,17,Easy On Me,Adele,14,1,27
2022-04-17,18,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",11,1,16
2022-04-17,19,Industry Baby,Lil Nas X & Jack Harlow,20,1,38
2022-04-17,20,Need To Know,Doja Cat,16,8,44
2022-04-17,21,Levitating,Dua Lipa,17,2,75
2022-04-17,22,'Til You Can't,Cody Johnson,21,18,27
2022-04-17,23,Save Your Tears,The Weeknd & Ariana Grande,18,1,67
2022-04-17,24,One Right Now,Post Malone & The Weeknd,19,6,23
2022-04-17,25,Bam Bam,Camila Cabello Featuring Ed Sheeran,28,23,6
2022-04-17,26,Hrs And Hrs,Muni Long,23,16,16
2022-04-17,27,Never Say Never,Cole Swindell / Lainey Wilson,34,27,13
2022-04-17,28,Good 4 U,Olivia Rodrigo,22,1,48
2022-04-17,29,I Hate U,SZA,24,7,19
2022-04-17,30,MAMIII,Becky G X Karol G,26,15,9
2022-04-17,31,Doin' This,Luke Combs,27,27,18
2022-04-17,32,AA,Walker Hayes,35,32,14
2022-04-17,33,Sweetest Pie,Megan Thee Stallion & Dua Lipa,30,15,5
2022-04-17,34,Fingers Crossed,Lauren Spencer Smith,29,19,15
2022-04-17,35,Pushin P,Gunna & Future Featuring Young Thug,25,7,14
2022-04-17,36,Wasted On You,Morgan Wallen,42,9,22
2022-04-17,37,You Right,Doja Cat & The Weeknd,32,11,41
2022-04-17,38,Fancy Like,Walker Hayes,36,3,43
2022-04-17,39,What Happened To Virgil,Lil Durk Featuring Gunna,41,22,5
2022-04-17,40,Nail Tech,Jack Harlow,58,18,8
2022-04-17,41,Beers On Me,"Dierks Bentley, BRELAND & HARDY",44,40,16
2022-04-17,42,To The Moon!,JNR CHOI & Sam Tompkins,50,42,7
2022-04-17,43,Light Switch,Charlie Puth,31,27,12
2022-04-17,44,Boyfriend,Dove Cameron,40,40,9
2022-04-17,45,Numb Little Bug,Em Beihold,47,45,11
2022-04-17,46,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,37,37,30
2022-04-17,47,Buy Dirt,Jordan Davis Featuring Luke Bryan,39,22,36
2022-04-17,48,Sand In My Boots,Morgan Wallen,45,30,39
2022-04-17,49,The Motto,Tiesto & Ava Max,49,42,11
2022-04-17,50,She's All I Wanna Be,Tate McRae,46,44,10
2022-04-17,51,Slow Down Summer,Thomas Rhett,43,43,8
2022-04-17,52,When You're Gone,Shawn Mendes,38,38,2
2022-04-17,53,Peru,Fireboy DML & Ed Sheeran,53,53,11
2022-04-17,54,Handsomer,Russ Featuring Ktlyn,73,40,6
2022-04-17,55,23,Sam Hunt,52,50,16
2022-04-17,56,Surface Pressure,Jessica Darrow,51,8,16
2022-04-17,57,Circles Around This Town,Maren Morris,54,52,14
2022-04-17,58,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,14,17
2022-04-17,59,No Love,Summer Walker & SZA,56,13,15
2022-04-17,60,Freaky Deaky,Tyga X Doja Cat,65,43,7
2022-04-17,61,Ahhh Ha,Lil Durk,55,18,8
2022-04-17,62,London,BIA Featuring J. Cole,NEW,BIA Featuring J. Cole,-
2022-04-17,63,Heart On Fire,Eric Church,61,56,21
2022-04-17,64,In My Head,Lil Tjay,33,33,2
2022-04-17,65,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,63,63,14
2022-04-17,66,Me Or Sum,"Nardo Wick, Lil Baby & Future",62,58,14
2022-04-17,67,Flower Shops,ERNEST Featuring Morgan Wallen,64,64,12
2022-04-17,68,If I Was A Cowboy,Miranda Lambert,69,64,11
2022-04-17,69,Soy El Unico,Yahritza y Su Esencia,57,20,3
2022-04-17,70,Do We Have A Problem?,Nicki Minaj X Lil Baby,68,2,10
2022-04-17,71,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",97,46,8
2022-04-17,72,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),59,49,4
2022-04-17,73,Trouble With A Heartbreak,Jason Aldean,72,72,4
2022-04-17,74,Envolver,Anitta,70,70,3
2022-04-17,75,Psychofreak,Camila Cabello Featuring WILLOW,NEW,Camila Cabello Featuring WILLOW,-
2022-04-17,76,Give Heaven Some Hell,HARDY,77,76,7
2022-04-17,77,Rumors,Gucci Mane Featuring Lil Durk,74,51,11
2022-04-17,78,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",66,20,15
2022-04-17,79,Thump Shit,42 Dugg & EST Gee,NEW,42 Dugg & EST Gee,-
2022-04-17,80,Take My Name,Parmalee,88,80,2
2022-04-17,81,Treat Me,Chloe,NEW,Chloe,-
2022-04-17,82,Get Into It (Yuh),Doja Cat,94,68,19
2022-04-17,83,To Be Loved By You,Parker McCollum,75,41,20
2022-04-17,84,Come Back As A Country Boy,Blake Shelton,81,81,11
2022-04-17,85,Complete Mess,5 Seconds Of Summer,91,85,2
2022-04-17,86,I Love You So,The Walters,89,71,13
2022-04-17,87,Banking On Me,Gunna,78,61,8
2022-04-17,88,Thinking With My Dick,Kevin Gates Featuring Juicy J,67,37,5
2022-04-17,89,Damn Strait,Scotty McCreery,82,82,2
2022-04-17,90,She Likes It,Russell Dickerson & Jake Scott,86,86,4
2022-04-17,91,P Power,Gunna Featuring Drake,79,24,13
2022-04-17,92,Pressure,Ari Lennox,87,66,16
2022-04-17,93,Dos Oruguitas,Sebastian Yatra,76,36,15
2022-04-17,94,Bones,Imagine Dragons,93,87,5
2022-04-17,95,Blick Blick!,Coi Leray & Nicki Minaj,"RE-
ENTRY",Coi Leray & Nicki Minaj,-
2022-04-17,96,Over,Lucky Daye,85,77,4
2022-04-17,97,Neck & Wrist,Pusha T Featuring JAY-Z & Pharrell Williams,NEW,Pusha T Featuring JAY-Z & Pharrell Williams,-
2022-04-17,98,Desesperados,Rauw Alejandro & Chencho Corleone,99,98,2
2022-04-17,99,X Ultima Vez,Daddy Yankee & Bad Bunny,"RE-
ENTRY",Daddy Yankee & Bad Bunny,-
2022-04-17,100,Praise The Lord,BRELAND Featuring Thomas Rhett,NEW,BRELAND Featuring Thomas Rhett,-
2022-04-24,1,As It Was,Harry Styles,2,1,3
2022-04-24,2,First Class,Jack Harlow,1,1,2
2022-04-24,3,Heat Waves,Glass Animals,3,1,66
2022-04-24,4,Big Energy,Latto,4,3,26
2022-04-24,5,Enemy,Imagine Dragons X JID,5,5,22
2022-04-24,6,Stay,The Kid LAROI & Justin Bieber,6,1,41
2022-04-24,7,Don't Think Jesus,Morgan Wallen,NEW,Morgan Wallen,-
2022-04-24,8,Woman,Doja Cat,8,8,38
2022-04-24,9,Super Gremlin,Kodak Black,7,3,24
2022-04-24,10,Ghost,Justin Bieber,9,5,30
2022-04-24,11,Thats What I Want,Lil Nas X,10,8,31
2022-04-24,12,Bad Habits,Ed Sheeran,12,2,43
2022-04-24,13,abcdefu,GAYLE,11,3,22
2022-04-24,14,Shivers,Ed Sheeran,15,4,32
2022-04-24,15,Cold Heart (PNAU Remix),Elton John & Dua Lipa,16,7,33
2022-04-24,16,Easy On Me,Adele,17,1,28
2022-04-24,17,Need To Know,Doja Cat,20,8,45
2022-04-24,18,Save Your Tears,The Weeknd & Ariana Grande,23,1,68
2022-04-24,19,One Right Now,Post Malone & The Weeknd,24,6,24
2022-04-24,20,In A Minute,Lil Baby,14,14,2
2022-04-24,21,Levitating,Dua Lipa,21,2,76
2022-04-24,22,'Til You Can't,Cody Johnson,22,18,28
2022-04-24,23,Industry Baby,Lil Nas X & Jack Harlow,19,1,39
2022-04-24,24,MAMIII,Becky G X Karol G,30,15,10
2022-04-24,25,Bam Bam,Camila Cabello Featuring Ed Sheeran,25,23,7
2022-04-24,26,Hrs And Hrs,Muni Long,26,16,17
2022-04-24,27,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",18,1,17
2022-04-24,28,Right On,Lil Baby,13,13,2
2022-04-24,29,Never Say Never,Cole Swindell / Lainey Wilson,27,27,14
2022-04-24,30,Doin' This,Luke Combs,31,27,19
2022-04-24,31,Wasted On You,Morgan Wallen,36,9,23
2022-04-24,32,AA,Walker Hayes,32,32,15
2022-04-24,33,Good 4 U,Olivia Rodrigo,28,1,49
2022-04-24,34,Sweetest Pie,Megan Thee Stallion & Dua Lipa,33,15,6
2022-04-24,35,Fingers Crossed,Lauren Spencer Smith,34,19,16
2022-04-24,36,I Hate U,SZA,29,7,20
2022-04-24,37,Boyfriend,Dove Cameron,44,37,10
2022-04-24,38,To The Moon!,JNR CHOI & Sam Tompkins,42,38,8
2022-04-24,39,You Right,Doja Cat & The Weeknd,37,11,42
2022-04-24,40,Numb Little Bug,Em Beihold,45,40,12
2022-04-24,41,Fancy Like,Walker Hayes,38,3,44
2022-04-24,42,Sand In My Boots,Morgan Wallen,48,30,40
2022-04-24,43,What Happened To Virgil,Lil Durk Featuring Gunna,39,22,6
2022-04-24,44,Pushin P,Gunna & Future Featuring Young Thug,35,7,15
2022-04-24,45,Beers On Me,"Dierks Bentley, BRELAND & HARDY",41,40,17
2022-04-24,46,The Motto,Tiesto & Ava Max,49,42,12
2022-04-24,47,She's All I Wanna Be,Tate McRae,50,44,11
2022-04-24,48,When You're Gone,Shawn Mendes,52,38,3
2022-04-24,49,Buy Dirt,Jordan Davis Featuring Luke Bryan,47,22,37
2022-04-24,50,About Damn Time,Lizzo,NEW,Lizzo,-
2022-04-24,51,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",NEW,"Kay Flock, Cardi B, Dougie B & Bory300",-
2022-04-24,52,Light Switch,Charlie Puth,43,27,13
2022-04-24,53,If I Was A Cowboy,Miranda Lambert,68,53,12
2022-04-24,54,Peru,Fireboy DML & Ed Sheeran,53,53,12
2022-04-24,55,Flowers,Lauren Spencer Smith,NEW,Lauren Spencer Smith,-
2022-04-24,56,Nail Tech,Jack Harlow,40,18,9
2022-04-24,57,Freaky Deaky,Tyga X Doja Cat,60,43,8
2022-04-24,58,23,Sam Hunt,55,50,17
2022-04-24,59,Trouble With A Heartbreak,Jason Aldean,73,59,5
2022-04-24,60,Broadway Girls,Lil Durk Featuring Morgan Wallen,58,14,18
2022-04-24,61,Heart On Fire,Eric Church,63,56,22
2022-04-24,62,No Love,Summer Walker & SZA,59,13,16
2022-04-24,63,Surface Pressure,Jessica Darrow,56,8,17
2022-04-24,64,Slow Down Summer,Thomas Rhett,51,43,9
2022-04-24,65,Flower Shops,ERNEST Featuring Morgan Wallen,67,64,13
2022-04-24,66,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,65,63,15
2022-04-24,67,Me Or Sum,"Nardo Wick, Lil Baby & Future",66,58,15
2022-04-24,68,Ahhh Ha,Lil Durk,61,18,9
2022-04-24,69,Give Heaven Some Hell,HARDY,76,69,8
2022-04-24,70,Handsomer,Russ Featuring Ktlyn,54,40,7
2022-04-24,71,Envolver,Anitta,74,70,4
2022-04-24,72,Do We Have A Problem?,Nicki Minaj X Lil Baby,70,2,11
2022-04-24,73,Get Into It (Yuh),Doja Cat,82,68,20
2022-04-24,74,Rumors,Gucci Mane Featuring Lil Durk,77,51,12
2022-04-24,75,Take My Name,Parmalee,80,75,3
2022-04-24,76,Damn Strait,Scotty McCreery,89,76,3
2022-04-24,77,Circles Around This Town,Maren Morris,57,52,15
2022-04-24,78,In My Head,Lil Tjay,64,33,3
2022-04-24,79,Nobody Like U,4*TOWN (From Disney And Pixar's Turning Red),72,49,5
2022-04-24,80,Soy El Unico,Yahritza y Su Esencia,69,20,4
2022-04-24,81,I Love You So,The Walters,86,71,14
2022-04-24,82,Come Back As A Country Boy,Blake Shelton,84,81,12
2022-04-24,83,GINE,6ix9ine,NEW,6ix9ine,-
2022-04-24,84,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",71,46,9
2022-04-24,85,Complete Mess,5 Seconds Of Summer,85,85,3
2022-04-24,86,Leave You Alone,Kane Brown,NEW,Kane Brown,-
2022-04-24,87,Bones,Imagine Dragons,94,87,6
2022-04-24,88,Banking On Me,Gunna,87,61,9
2022-04-24,89,She Likes It,Russell Dickerson & Jake Scott,90,86,5
2022-04-24,90,Pressure,Ari Lennox,92,66,17
2022-04-24,91,Desesperados,Rauw Alejandro & Chencho Corleone,98,91,3
2022-04-24,92,Over,Lucky Daye,96,77,5
2022-04-24,93,The Family Madrigal,"Stephanie Beatriz, Olga Merediz & Encanto Cast",78,20,16
2022-04-24,94,Hate Our Love,Queen Naija & Big Sean,"RE-
ENTRY",Queen Naija & Big Sean,-
2022-04-24,95,Dos Oruguitas,Sebastian Yatra,93,36,16
2022-04-24,96,P Power,Gunna Featuring Drake,91,24,14
2022-04-24,97,Money So Big,Yeat,"RE-
ENTRY",Yeat,-
2022-04-24,98,Blick Blick!,Coi Leray & Nicki Minaj,95,37,4
2022-04-24,99,Fall In Love,Bailey Zimmerman,NEW,Bailey Zimmerman,-
2022-04-24,100,X Ultima Vez,Daddy Yankee & Bad Bunny,99,73,3
2022-05-01,1,As It Was,Harry Styles,1,1,4
2022-05-01,2,First Class,Jack Harlow,2,1,3
2022-05-01,3,Heat Waves,Glass Animals,3,1,67
2022-05-01,4,Big Energy,Latto,4,3,27
2022-05-01,5,Enemy,Imagine Dragons X JID,5,5,23
2022-05-01,6,Stay,The Kid LAROI & Justin Bieber,6,1,42
2022-05-01,7,Woman,Doja Cat,8,7,39
2022-05-01,8,Ghost,Justin Bieber,10,5,31
2022-05-01,9,Super Gremlin,Kodak Black,9,3,25
2022-05-01,10,Thats What I Want,Lil Nas X,11,8,32
2022-05-01,11,Bad Habits,Ed Sheeran,12,2,44
2022-05-01,12,Shivers,Ed Sheeran,14,4,33
2022-05-01,13,abcdefu,GAYLE,13,3,23
2022-05-01,14,Cold Heart (PNAU Remix),Elton John & Dua Lipa,15,7,34
2022-05-01,15,Thousand Miles,The Kid LAROI,NEW,The Kid LAROI,-
2022-05-01,16,Save Your Tears,The Weeknd & Ariana Grande,18,1,69
2022-05-01,17,One Right Now,Post Malone & The Weeknd,19,6,25
2022-05-01,18,Levitating,Dua Lipa,21,2,77
2022-05-01,19,Need To Know,Doja Cat,17,8,46
2022-05-01,20,MAMIII,Becky G X Karol G,24,15,11
2022-05-01,21,Bam Bam,Camila Cabello Featuring Ed Sheeran,25,21,8
2022-05-01,22,Industry Baby,Lil Nas X & Jack Harlow,23,1,40
2022-05-01,23,'Til You Can't,Cody Johnson,22,18,29
2022-05-01,24,Easy On Me,Adele,16,1,29
2022-05-01,25,In A Minute,Lil Baby,20,14,3
2022-05-01,26,Doin' This,Luke Combs,30,26,20
2022-05-01,27,Wasted On You,Morgan Wallen,31,9,24
2022-05-01,28,AA,Walker Hayes,32,28,16
2022-05-01,29,Plan B,Megan Thee Stallion,NEW,Megan Thee Stallion,-
2022-05-01,30,Hrs And Hrs,Muni Long,26,16,18
2022-05-01,31,Boyfriend,Dove Cameron,37,31,11
2022-05-01,32,Sweetest Pie,Megan Thee Stallion & Dua Lipa,34,15,7
2022-05-01,33,Trouble With A Heartbreak,Jason Aldean,59,33,6
2022-05-01,34,Right On,Lil Baby,28,13,3
2022-05-01,35,Good 4 U,Olivia Rodrigo,33,1,50
2022-05-01,36,Provenza,Karol G,NEW,Karol G,-
2022-05-01,37,Numb Little Bug,Em Beihold,40,37,13
2022-05-01,38,To The Moon!,JNR CHOI & Sam Tompkins,38,38,9
2022-05-01,39,I Hate U,SZA,36,7,21
2022-05-01,40,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",27,1,18
2022-05-01,41,Never Say Never,Cole Swindell / Lainey Wilson,29,27,15
2022-05-01,42,Don't Think Jesus,Morgan Wallen,7,7,2
2022-05-01,43,You Right,Doja Cat & The Weeknd,39,11,43
2022-05-01,44,Fingers Crossed,Lauren Spencer Smith,35,19,17
2022-05-01,45,Fancy Like,Walker Hayes,41,3,45
2022-05-01,46,Sand In My Boots,Morgan Wallen,42,30,41
2022-05-01,47,She's All I Wanna Be,Tate McRae,47,44,12
2022-05-01,48,The Motto,Tiesto & Ava Max,46,42,13
2022-05-01,49,What Happened To Virgil,Lil Durk Featuring Gunna,43,22,7
2022-05-01,50,When You're Gone,Shawn Mendes,48,38,4
2022-05-01,51,2step,Ed Sheeran Featuring Lil Baby,NEW,Ed Sheeran Featuring Lil Baby,-
2022-05-01,52,Beers On Me,"Dierks Bentley, BRELAND & HARDY",45,40,18
2022-05-01,53,Pushin P,Gunna & Future Featuring Young Thug,44,7,16
2022-05-01,54,Freaky Deaky,Tyga X Doja Cat,57,43,9
2022-05-01,55,Something In The Orange,Zach Bryan,NEW,Zach Bryan,-
2022-05-01,56,Peru,Fireboy DML & Ed Sheeran,54,53,13
2022-05-01,57,Hold That Heat,"Southside, Travis Scott & Future",NEW,"Southside, Travis Scott & Future",-
2022-05-01,58,If I Was A Cowboy,Miranda Lambert,53,53,13
2022-05-01,59,Scrape It Off,Pusha T Featuring Lil Uzi Vert & Don Toliver,NEW,Pusha T Featuring Lil Uzi Vert & Don Toliver,-
2022-05-01,60,About Damn Time,Lizzo,50,50,2
2022-05-01,61,Tomorrow Me,Luke Combs,NEW,Luke Combs,-
2022-05-01,62,Slow Down Summer,Thomas Rhett,64,43,10
2022-05-01,63,Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde,66,63,16
2022-05-01,64,Light Switch,Charlie Puth,52,27,14
2022-05-01,65,23,Sam Hunt,58,50,18
2022-05-01,66,Me Or Sum,"Nardo Wick, Lil Baby & Future",67,58,16
2022-05-01,67,Broadway Girls,Lil Durk Featuring Morgan Wallen,60,14,19
2022-05-01,68,Flowers,Lauren Spencer Smith,55,55,2
2022-05-01,69,No Love,Summer Walker & SZA,62,13,17
2022-05-01,70,Flower Shops,ERNEST Featuring Morgan Wallen,65,64,14
2022-05-01,71,Nail Tech,Jack Harlow,56,18,10
2022-05-01,72,Give Heaven Some Hell,HARDY,69,69,9
2022-05-01,73,Get Into It (Yuh),Doja Cat,73,68,21
2022-05-01,74,Take My Name,Parmalee,75,74,4
2022-05-01,75,Surface Pressure,Jessica Darrow,63,8,18
2022-05-01,76,Neck & Wrist,Pusha T Featuring JAY-Z & Pharrell Williams,"RE-
ENTRY",Pusha T Featuring JAY-Z & Pharrell Williams,-
2022-05-01,77,Handsomer,Russ Featuring Ktlyn,70,40,8
2022-05-01,78,Rock N Roll,Pusha T Featuring Kanye West & Kid Cudi,NEW,Pusha T Featuring Kanye West & Kid Cudi,-
2022-05-01,79,Ahhh Ha,Lil Durk,68,18,10
2022-05-01,80,Do We Have A Problem?,Nicki Minaj X Lil Baby,72,2,12
2022-05-01,81,Dreamin Of The Past,Pusha T Featuring Kanye West,NEW,Pusha T Featuring Kanye West,-
2022-05-01,82,Circles Around This Town,Maren Morris,77,52,16
2022-05-01,83,Damn Strait,Scotty McCreery,76,76,4
2022-05-01,84,Envolver,Anitta,71,70,5
2022-05-01,85,Shake It,"Kay Flock, Cardi B, Dougie B & Bory300",51,51,2
2022-05-01,86,I Love You So,The Walters,81,71,15
2022-05-01,87,Rumors,Gucci Mane Featuring Lil Durk,74,51,13
2022-05-01,88,She Likes It,Russell Dickerson & Jake Scott,89,86,6
2022-05-01,89,In My Head,Lil Tjay,78,33,4
2022-05-01,90,Soy El Unico,Yahritza y Su Esencia,80,20,5
2022-05-01,91,Leave You Alone,Kane Brown,86,86,2
2022-05-01,92,Out Of Time,The Weeknd,"RE-
ENTRY",The Weeknd,-
2022-05-01,93,Banking On Me,Gunna,88,61,10
2022-05-01,94,Come Back As A Country Boy,Blake Shelton,82,81,13
2022-05-01,95,Desesperados,Rauw Alejandro & Chencho Corleone,91,91,4
2022-05-01,96,Bones,Imagine Dragons,87,87,7
2022-05-01,97,Hate Our Love,Queen Naija & Big Sean,94,88,3
2022-05-01,98,Over,Lucky Daye,92,77,6
2022-05-01,99,City Of Gods,"Fivio Foreign, Kanye West & Alicia Keys",84,46,10
2022-05-01,100,Brambleton,Pusha T,NEW,Pusha T,-
2022-05-08,1,Wait For U,Future Featuring Drake & Tems,NEW,Future Featuring Drake & Tems,-
2022-05-08,2,As It Was,Harry Styles,1,1,5
2022-05-08,3,First Class,Jack Harlow,2,1,4
2022-05-08,4,Puffin On Zootiez,Future,NEW,Future,-
2022-05-08,5,Heat Waves,Glass Animals,3,1,68
2022-05-08,6,Big Energy,Latto,4,3,28
2022-05-08,7,Enemy,Imagine Dragons X JID,5,5,24
2022-05-08,8,712PM,Future,NEW,Future,-
2022-05-08,9,Stay,The Kid LAROI & Justin Bieber,6,1,43
2022-05-08,10,I'm Dat N***a,Future,NEW,Future,-
2022-05-08,11,I'm On One,Future Featuring Drake,NEW,Future Featuring Drake,-
2022-05-08,12,Love You Better,Future,NEW,Future,-
2022-05-08,13,Woman,Doja Cat,7,7,40
2022-05-08,14,Ghost,Justin Bieber,8,5,32
2022-05-08,15,Keep It Burnin,Future Featuring Kanye West,NEW,Future Featuring Kanye West,-
2022-05-08,16,Super Gremlin,Kodak Black,9,3,26
2022-05-08,17,Thats What I Want,Lil Nas X,10,8,33
2022-05-08,18,Bad Habits,Ed Sheeran,11,2,45
2022-05-08,19,About Damn Time,Lizzo,60,19,3
2022-05-08,20,Massaging Me,Future,NEW,Future,-
2022-05-08,21,Shivers,Ed Sheeran,12,4,34
2022-05-08,22,Cold Heart (PNAU Remix),Elton John & Dua Lipa,14,7,35
2022-05-08,23,abcdefu,GAYLE,13,3,24
2022-05-08,24,For A Nut,Future Featuring Gunna & Young Thug,NEW,Future Featuring Gunna & Young Thug,-
2022-05-08,25,Provenza,Karol G,36,25,2
2022-05-08,26,Chickens,Future Featuring EST Gee,NEW,Future Featuring EST Gee,-
2022-05-08,27,MAMIII,Becky G X Karol G,20,15,12
2022-05-08,28,Bam Bam,Camila Cabello Featuring Ed Sheeran,21,21,9
2022-05-08,29,Gold Stacks,Future,NEW,Future,-
2022-05-08,30,Wasted On You,Morgan Wallen,27,9,25
2022-05-08,31,Industry Baby,Lil Nas X & Jack Harlow,22,1,41
2022-05-08,32,'Til You Can't,Cody Johnson,23,18,30
2022-05-08,33,Need To Know,Doja Cat,19,8,47
2022-05-08,34,Boyfriend,Dove Cameron,31,31,12
2022-05-08,35,AA,Walker Hayes,28,28,17
2022-05-08,36,Easy On Me,Adele,24,1,30
2022-05-08,37,One Right Now,Post Malone & The Weeknd,17,6,26
2022-05-08,38,In A Minute,Lil Baby,25,14,4
2022-05-08,39,Voodoo,Future Featuring Kodak Black,NEW,Future Featuring Kodak Black,-
2022-05-08,40,Numb Little Bug,Em Beihold,37,37,14
2022-05-08,41,Sweetest Pie,Megan Thee Stallion & Dua Lipa,32,15,8
2022-05-08,42,To The Moon!,JNR CHOI & Sam Tompkins,38,38,10
2022-05-08,43,Thousand Miles,The Kid LAROI,15,15,2
2022-05-08,44,Honest,Justin Bieber & Don Toliver,NEW,Justin Bieber & Don Toliver,-
2022-05-08,45,We Jus Wanna Get High,Future,NEW,Future,-
2022-05-08,46,Holy Ghost,Future,NEW,Future,-
2022-05-08,47,Hrs And Hrs,Muni Long,30,16,19
2022-05-08,48,Doin' This,Luke Combs,26,26,21
2022-05-08,49,Good 4 U,Olivia Rodrigo,35,1,51
